order_id,order_date,customer_id,product_id,quantity,payment_method,order_status,unit_price,cost_price,gross_amount,refund_amount,revenue,cost,margin
O00419,2026-06-05,C0140,P064,3.0,Net Banking,Delivered,5946.13,4282.19,17838.39,0.0,17838.39,12846.57,4991.82
O00420,2025-01-10,C0246,P061,1.0,Net Banking,Delivered,12510.45,6107.96,12510.45,0.0,12510.45,6107.96,6402.49
O00421,2026-01-13,C0149,P029,2.0,UPI,Delivered,4293.8,2741.74,8587.6,0.0,8587.6,5483.48,3104.12
O00422,2026-08-07,C0246,P039,4.0,Net Banking,Delivered,10818.63,6060.84,43274.52,0.0,43274.52,24243.36,19031.16
O00423,2025-06-01,C0395,P026,1.0,Net Banking,Delivered,852.67,632.13,852.67,0.0,852.67,632.13,220.54
O00424,2025-02-18,C0005,P017,2.0,Card,Delivered,14858.02,6711.03,29716.04,0.0,29716.04,13422.06,16293.98
O00425,2025-06-03,C0184,P071,1.0,Net Banking,Delivered,7918.43,4032.33,7918.43,0.0,7918.43,4032.33,3886.1
O00426,2025-10-20,C0020,P013,4.0,UPI,Delivered,6574.21,4979.47,26296.84,0.0,26296.84,19917.88,6378.96
O00427,2026-08-03,C0425,P069,2.0,UPI,Delivered,9557.74,6950.77,19115.48,0.0,19115.48,13901.54,5213.94
O00428,2025-02-19,C0046,P026,3.0,UPI,Delivered,852.67,632.13,2558.01,0.0,2558.01,1896.39,661.62
O00429,2026-06-15,C0012,P049,3.0,Card,Delivered,4107.04,1855.14,12321.12,0.0,12321.12,5565.42,6755.7
O00430,2025-03-01,C0070,P067,1.0,Card,Cancelled,12445.22,5676.03,12445.22,0.0,12445.22,5676.03,6769.19
O00431,2025-06-16,C0017,P007,4.0,Cash on Delivery,Delivered,8714.69,4706.6,34858.76,0.0,34858.76,18826.4,16032.36
O00432,2025-07-21,C0371,P058,2.0,Net Banking,Delivered,6203.23,2963.61,12406.46,0.0,12406.46,5927.22,6479.24
O00433,2025-05-26,C0147,P049,4.0,Card,Delivered,4107.04,1855.14,16428.16,0.0,16428.16,7420.56,9007.6
O00434,2026-03-15,C0154,P053,2.0,UPI,Delivered,9131.74,4112.66,18263.48,0.0,18263.48,8225.32,10038.16
O00435,2025-08-30,C0304,P065,1.0,UPI,Delivered,839.96,413.59,839.96,0.0,839.96,413.59,426.37
O00436,2026-08-04,C0108,P062,2.0,Card,Delivered,2068.98,1188.23,4137.96,0.0,4137.96,2376.46,1761.5
O00437,2026-07-15,C0236,P017,4.0,Card,Delivered,14858.02,6711.03,59432.08,0.0,59432.08,26844.12,32587.96
O00438,2026-04-28,C0308,P043,4.0,Card,Delivered,962.98,655.47,3851.92,0.0,3851.92,2621.88,1230.04
O00439,2025-04-18,C0352,P025,1.0,Cash on Delivery,Delivered,1601.59,753.23,1601.59,0.0,1601.59,753.23,848.36
O00440,2025-08-14,C0070,P003,4.0,UPI,Delivered,13309.48,9919.88,53237.92,0.0,53237.92,39679.52,13558.4
O00441,2026-03-08,C0183,P079,2.0,Cash on Delivery,Delivered,7111.7,4863.19,14223.4,0.0,14223.4,9726.38,4497.02
O00442,2026-02-23,C0250,P029,1.0,Cash on Delivery,Cancelled,4293.8,2741.74,4293.8,0.0,4293.8,2741.74,1552.06
O00443,2026-03-31,C0228,P032,2.0,Net Banking,Delivered,5244.65,3856.3,10489.3,0.0,10489.3,7712.6,2776.7
O00444,2025-06-09,C0102,P026,4.0,UPI,Delivered,852.67,632.13,3410.68,0.0,3410.68,2528.52,882.16
O00445,2026-06-07,C0075,P016,1.0,UPI,Delivered,7090.56,3781.92,7090.56,0.0,7090.56,3781.92,3308.64
O00446,2026-08-13,C0417,P025,2.0,Card,Delivered,1601.59,753.23,3203.18,0.0,3203.18,1506.46,1696.72
O00447,2025-03-18,C0446,P054,4.0,Card,Delivered,13584.74,8606.48,54338.96,0.0,54338.96,34425.92,19913.04
O00448,2026-05-24,C0216,P028,4.0,Net Banking,Delivered,8837.13,6620.33,35348.52,0.0,35348.52,26481.32,8867.2
O00449,2026-03-17,C0407,P073,3.0,Cash on Delivery,Delivered,8017.96,5695.21,24053.88,0.0,24053.88,17085.63,6968.25
O00450,2025-09-11,C0399,P056,4.0,Card,Delivered,11227.29,6010.72,44909.16,0.0,44909.16,24042.88,20866.28
O00451,2025-11-16,C0411,P065,2.0,Card,Delivered,839.96,413.59,1679.92,0.0,1679.92,827.18,852.74
O00452,2025-09-20,C0203,P080,1.0,UPI,Delivered,9457.18,5733.69,9457.18,0.0,9457.18,5733.69,3723.49
O00453,2026-08-20,C0192,P041,3.0,UPI,Cancelled,4375.8,3312.17,13127.4,0.0,13127.4,9936.51,3190.89
O00454,2026-07-08,C0249,P051,4.0,Card,Delivered,14740.26,7745.22,58961.04,0.0,58961.04,30980.88,27980.16
O00455,2026-01-09,C0242,P071,4.0,UPI,Delivered,7918.43,4032.33,31673.72,0.0,31673.72,16129.32,15544.4
O00456,2025-06-16,C0179,P078,4.0,Net Banking,Delivered,13492.31,9504.32,53969.24,0.0,53969.24,38017.28,15951.96
O00457,2026-04-04,C0437,P029,2.0,Card,Delivered,4293.8,2741.74,8587.6,0.0,8587.6,5483.48,3104.12
O00458,2025-10-07,C0219,P019,3.0,UPI,Refunded,3026.45,1410.62,9079.35,9079.35,0.0,4231.86,-4231.86
O00459,2025-10-29,C0082,P066,2.0,Net Banking,Delivered,14371.87,7811.16,28743.74,0.0,28743.74,15622.32,13121.42
O00460,2026-06-15,C0092,P041,3.0,UPI,Delivered,4375.8,3312.17,13127.4,0.0,13127.4,9936.51,3190.89
O00461,2026-08-03,C0435,P045,1.0,UPI,Delivered,6056.96,4487.85,6056.96,0.0,6056.96,4487.85,1569.11
O00462,2025-08-06,C0175,P015,2.0,UPI,Delivered,6437.34,3494.57,12874.68,0.0,12874.68,6989.14,5885.54
O00463,2025-04-12,C0239,P003,2.0,Card,Delivered,13309.48,9919.88,26618.96,0.0,26618.96,19839.76,6779.2
O00464,2026-07-08,C0260,P011,1.0,Cash on Delivery,Delivered,11146.48,5146.21,11146.48,0.0,11146.48,5146.21,6000.27
O00465,2025-10-15,C0391,P053,3.0,UPI,Delivered,9131.74,4112.66,27395.22,0.0,27395.22,12337.98,15057.24
O00466,2025-06-16,C0365,P046,4.0,Net Banking,Cancelled,2129.23,1633.62,8516.92,0.0,8516.92,6534.48,1982.44
O00467,2025-02-05,C0163,P030,1.0,Card,Delivered,6154.82,4114.48,6154.82,0.0,6154.82,4114.48,2040.34
O00468,2025-12-19,C0048,P057,4.0,Card,Delivered,1255.3,644.89,5021.2,0.0,5021.2,2579.56,2441.64
O00469,2025-03-14,C0329,P018,4.0,Net Banking,Delivered,303.49,206.25,1213.96,0.0,1213.96,825.0,388.96
O00470,2025-12-19,C0328,P051,1.0,UPI,Delivered,14740.26,7745.22,14740.26,0.0,14740.26,7745.22,6995.04
O00471,2025-03-11,C0116,P048,3.0,Cash on Delivery,Delivered,12030.44,8903.65,36091.32,0.0,36091.32,26710.95,9380.37
O00472,2026-03-01,C0429,P066,4.0,UPI,Delivered,14371.87,7811.16,57487.48,0.0,57487.48,31244.64,26242.84
O00473,2026-07-15,C0337,P008,1.0,Net Banking,Delivered,12118.46,7359.58,12118.46,0.0,12118.46,7359.58,4758.88
O00474,2026-06-01,C0337,P022,2.0,Card,Delivered,1329.44,646.27,2658.88,0.0,2658.88,1292.54,1366.34
O00475,2026-03-04,C0369,P006,2.0,Cash on Delivery,Cancelled,6245.94,3616.94,12491.88,0.0,12491.88,7233.88,5258.0
O00476,2026-06-23,C0225,P076,2.0,Card,Delivered,7520.44,5735.15,15040.88,0.0,15040.88,11470.3,3570.58
O00477,2025-06-09,C0352,P057,1.0,Net Banking,Delivered,1255.3,644.89,1255.3,0.0,1255.3,644.89,610.41
O00478,2025-05-29,C0328,P036,2.0,UPI,Delivered,7169.47,3806.59,14338.94,0.0,14338.94,7613.18,6725.76
O00479,2025-08-18,C0147,P079,4.0,Cash on Delivery,Refunded,7111.7,4863.19,28446.8,28446.8,0.0,19452.76,-19452.76
O00480,2026-07-16,C0063,P057,2.0,Card,Delivered,1255.3,644.89,2510.6,0.0,2510.6,1289.78,1220.82
O00481,2025-03-08,C0294,P049,2.0,Card,Delivered,4107.04,1855.14,8214.08,0.0,8214.08,3710.28,4503.8
O00482,2026-01-16,C0323,P045,4.0,Card,Delivered,6056.96,4487.85,24227.84,0.0,24227.84,17951.4,6276.44
O00483,2025-02-27,C0443,P066,2.0,UPI,Refunded,14371.87,7811.16,28743.74,28743.74,0.0,15622.32,-15622.32
O00484,2025-09-16,C0325,P077,4.0,Cash on Delivery,Delivered,14946.14,7546.37,59784.56,0.0,59784.56,30185.48,29599.08
O00485,2025-12-08,C0013,P045,2.0,UPI,Delivered,6056.96,4487.85,12113.92,0.0,12113.92,8975.7,3138.22
O00486,2025-05-10,C0431,P079,4.0,UPI,Delivered,7111.7,4863.19,28446.8,0.0,28446.8,19452.76,8994.04
O00487,2025-06-21,C0189,P020,2.0,UPI,Delivered,5944.27,3719.68,11888.54,0.0,11888.54,7439.36,4449.18
O00488,2025-07-28,C0287,P064,4.0,Net Banking,Delivered,5946.13,4282.19,23784.52,0.0,23784.52,17128.76,6655.76
O00489,2025-12-20,C0208,P067,1.0,Net Banking,Delivered,12445.22,5676.03,12445.22,0.0,12445.22,5676.03,6769.19
O00490,2026-04-16,C0114,P003,4.0,Net Banking,Delivered,13309.48,9919.88,53237.92,0.0,53237.92,39679.52,13558.4
O00491,2025-04-26,C0022,P054,2.0,Cash on Delivery,Refunded,13584.74,8606.48,27169.48,27169.48,0.0,17212.96,-17212.96
O00492,2025-09-21,C0349,P078,2.0,UPI,Delivered,13492.31,9504.32,26984.62,0.0,26984.62,19008.64,7975.98
O00493,2026-03-18,C0214,P064,3.0,UPI,Delivered,5946.13,4282.19,17838.39,0.0,17838.39,12846.57,4991.82
O00494,2026-07-02,C0171,P040,4.0,Net Banking,Delivered,8959.9,4737.71,35839.6,0.0,35839.6,18950.84,16888.76
O00495,2026-03-29,C0323,P059,1.0,UPI,Delivered,12616.04,7036.26,12616.04,0.0,12616.04,7036.26,5579.78
O00496,2026-04-22,C0054,P055,4.0,UPI,Delivered,14841.02,10384.11,59364.08,0.0,59364.08,41536.44,17827.64
O00497,2025-10-14,C0394,P062,4.0,Card,Delivered,2068.98,1188.23,8275.92,0.0,8275.92,4752.92,3523.0
O00498,2025-10-30,C0298,P004,1.0,UPI,Delivered,8094.9,5940.38,8094.9,0.0,8094.9,5940.38,2154.52
O00499,2025-11-07,C0320,P060,4.0,Card,Cancelled,3689.37,2341.82,14757.48,0.0,14757.48,9367.28,5390.2
O00500,2025-07-27,C0126,P075,1.0,UPI,Delivered,7874.14,5546.4,7874.14,0.0,7874.14,5546.4,2327.74
O00501,2026-03-22,C0277,P030,1.0,Cash on Delivery,Delivered,6154.82,4114.48,6154.82,0.0,6154.82,4114.48,2040.34
O00502,2025-02-24,C0204,P002,4.0,Net Banking,Delivered,7371.61,3402.04,29486.44,0.0,29486.44,13608.16,15878.28
O00503,2025-01-12,C0194,P062,4.0,Card,Delivered,2068.98,1188.23,8275.92,0.0,8275.92,4752.92,3523.0
O00504,2026-02-04,C0169,P049,2.0,Net Banking,Delivered,4107.04,1855.14,8214.08,0.0,8214.08,3710.28,4503.8
O00505,2026-05-30,C0152,P009,2.0,Card,Delivered,8214.5,3816.82,16429.0,0.0,16429.0,7633.64,8795.36
O00506,2026-06-26,C0035,P031,3.0,Card,Delivered,1647.98,1037.32,4943.94,0.0,4943.94,3111.96,1831.98
O00507,2025-08-25,C0184,P061,3.0,Card,Delivered,12510.45,6107.96,37531.35,0.0,37531.35,18323.88,19207.47
O00508,2025-10-06,C0286,P079,4.0,Cash on Delivery,Delivered,7111.7,4863.19,28446.8,0.0,28446.8,19452.76,8994.04
O00509,2025-12-14,C0057,P048,1.0,UPI,Delivered,12030.44,8903.65,12030.44,0.0,12030.44,8903.65,3126.79
O00510,2025-04-14,C0222,P025,3.0,Card,Delivered,1601.59,753.23,4804.77,0.0,4804.77,2259.69,2545.08
O00511,2026-06-01,C0303,P036,4.0,Cash on Delivery,Delivered,7169.47,3806.59,28677.88,0.0,28677.88,15226.36,13451.52
O00512,2025-09-05,C0163,P008,3.0,Card,Delivered,12118.46,7359.58,36355.38,0.0,36355.38,22078.74,14276.64
O00513,2025-12-30,C0019,P073,1.0,UPI,Delivered,8017.96,5695.21,8017.96,0.0,8017.96,5695.21,2322.75
O00514,2025-11-17,C0370,P058,4.0,Card,Refunded,6203.23,2963.61,24812.92,24812.92,0.0,11854.44,-11854.44
O00515,2025-10-13,C0264,P045,1.0,Cash on Delivery,Delivered,6056.96,4487.85,6056.96,0.0,6056.96,4487.85,1569.11
O00516,2025-05-29,C0282,P062,4.0,UPI,Delivered,2068.98,1188.23,8275.92,0.0,8275.92,4752.92,3523.0
O00517,2025-03-25,C0113,P039,3.0,Cash on Delivery,Refunded,10818.63,6060.84,32455.89,32455.89,0.0,18182.52,-18182.52
O00518,2026-02-10,C0327,P058,2.0,UPI,Delivered,6203.23,2963.61,12406.46,0.0,12406.46,5927.22,6479.24
O00519,2026-04-01,C0030,P064,3.0,UPI,Cancelled,5946.13,4282.19,17838.39,0.0,17838.39,12846.57,4991.82
O00520,2025-06-10,C0135,P044,3.0,Net Banking,Refunded,1909.17,978.34,5727.51,5727.51,0.0,2935.02,-2935.02
O00521,2026-04-05,C0067,P029,2.0,Net Banking,Delivered,4293.8,2741.74,8587.6,0.0,8587.6,5483.48,3104.12
O00522,2026-07-04,C0065,P059,2.0,Net Banking,Delivered,12616.04,7036.26,25232.08,0.0,25232.08,14072.52,11159.56
O00523,2026-05-15,C0292,P071,4.0,UPI,Delivered,7918.43,4032.33,31673.72,0.0,31673.72,16129.32,15544.4
O00524,2026-05-24,C0025,P009,4.0,Card,Delivered,8214.5,3816.82,32858.0,0.0,32858.0,15267.28,17590.72
O00525,2026-04-26,C0037,P006,1.0,Cash on Delivery,Delivered,6245.94,3616.94,6245.94,0.0,6245.94,3616.94,2629.0
O00526,2025-04-24,C0001,P029,1.0,Cash on Delivery,Delivered,4293.8,2741.74,4293.8,0.0,4293.8,2741.74,1552.06
O00527,2026-08-01,C0399,P058,3.0,Cash on Delivery,Delivered,6203.23,2963.61,18609.69,0.0,18609.69,8890.83,9718.86
O00528,2025-12-27,C0037,P017,2.0,Net Banking,Delivered,14858.02,6711.03,29716.04,0.0,29716.04,13422.06,16293.98
O00529,2025-12-07,C0141,P016,1.0,UPI,Delivered,7090.56,3781.92,7090.56,0.0,7090.56,3781.92,3308.64
O00530,2026-03-25,C0232,P003,3.0,Net Banking,Delivered,13309.48,9919.88,39928.44,0.0,39928.44,29759.64,10168.8
O00531,2025-06-29,C0136,P021,2.0,Card,Delivered,14009.07,10751.96,28018.14,0.0,28018.14,21503.92,6514.22
O00532,2026-02-11,C0389,P064,4.0,UPI,Delivered,5946.13,4282.19,23784.52,0.0,23784.52,17128.76,6655.76
O00533,2025-07-15,C0188,P036,3.0,Cash on Delivery,Refunded,7169.47,3806.59,21508.41,21508.41,0.0,11419.77,-11419.77
O00534,2026-04-11,C0128,P062,4.0,Net Banking,Refunded,2068.98,1188.23,8275.92,8275.92,0.0,4752.92,-4752.92
O00535,2025-11-07,C0201,P042,1.0,Net Banking,Delivered,13681.98,6634.74,13681.98,0.0,13681.98,6634.74,7047.24
O00536,2025-09-19,C0127,P076,1.0,Card,Cancelled,7520.44,5735.15,7520.44,0.0,7520.44,5735.15,1785.29
O00537,2026-02-23,C0257,P042,2.0,Card,Delivered,13681.98,6634.74,27363.96,0.0,27363.96,13269.48,14094.48
O00538,2026-02-10,C0164,P061,3.0,Net Banking,Delivered,12510.45,6107.96,37531.35,0.0,37531.35,18323.88,19207.47
O00539,2025-05-23,C0035,P013,4.0,Card,Delivered,6574.21,4979.47,26296.84,0.0,26296.84,19917.88,6378.96
O00540,2025-12-08,C0194,P011,2.0,Cash on Delivery,Delivered,11146.48,5146.21,22292.96,0.0,22292.96,10292.42,12000.54
O00541,2025-11-12,C0191,P054,1.0,Card,Refunded,13584.74,8606.48,13584.74,13584.74,0.0,8606.48,-8606.48
O00542,2025-04-11,C0104,P016,1.0,Card,Delivered,7090.56,3781.92,7090.56,0.0,7090.56,3781.92,3308.64
O00543,2025-09-01,C0023,P008,3.0,Net Banking,Delivered,12118.46,7359.58,36355.38,0.0,36355.38,22078.74,14276.64
O00544,2026-05-05,C0265,P059,4.0,Net Banking,Delivered,12616.04,7036.26,50464.16,0.0,50464.16,28145.04,22319.12
O00545,2025-01-12,C0290,P057,3.0,UPI,Delivered,1255.3,644.89,3765.9,0.0,3765.9,1934.67,1831.23
O00546,2025-08-27,C0430,P040,4.0,UPI,Delivered,8959.9,4737.71,35839.6,0.0,35839.6,18950.84,16888.76
O00547,2026-07-15,C0384,P059,4.0,Net Banking,Delivered,12616.04,7036.26,50464.16,0.0,50464.16,28145.04,22319.12
O00548,2025-02-11,C0260,P002,3.0,Card,Delivered,7371.61,3402.04,22114.83,0.0,22114.83,10206.12,11908.71
O00549,2026-08-17,C0414,P076,2.0,Card,Delivered,7520.44,5735.15,15040.88,0.0,15040.88,11470.3,3570.58
O00550,2026-03-05,C0358,P010,3.0,UPI,Delivered,10026.33,7331.49,30078.99,0.0,30078.99,21994.47,8084.52
O00551,2025-06-07,C0075,P044,3.0,UPI,Delivered,1909.17,978.34,5727.51,0.0,5727.51,2935.02,2792.49
O00552,2025-08-04,C0355,P011,1.0,UPI,Delivered,11146.48,5146.21,11146.48,0.0,11146.48,5146.21,6000.27
O00553,2026-04-07,C0072,P079,1.0,Cash on Delivery,Delivered,7111.7,4863.19,7111.7,0.0,7111.7,4863.19,2248.51
O00554,2025-05-14,C0259,P080,3.0,Cash on Delivery,Delivered,9457.18,5733.69,28371.54,0.0,28371.54,17201.07,11170.47
O00555,2025-03-08,C0398,P002,3.0,UPI,Delivered,7371.61,3402.04,22114.83,0.0,22114.83,10206.12,11908.71
O00556,2025-01-07,C0188,P050,1.0,Card,Delivered,8951.75,6450.47,8951.75,0.0,8951.75,6450.47,2501.28
O00557,2026-06-10,C0173,P012,4.0,UPI,Delivered,7946.47,4438.79,31785.88,0.0,31785.88,17755.16,14030.72
O00558,2025-03-14,C0290,P023,3.0,Cash on Delivery,Cancelled,439.44,327.46,1318.32,0.0,1318.32,982.38,335.94
O00559,2026-02-03,C0045,P018,2.0,Card,Delivered,303.49,206.25,606.98,0.0,606.98,412.5,194.48
O00560,2026-02-09,C0061,P062,2.0,Cash on Delivery,Delivered,2068.98,1188.23,4137.96,0.0,4137.96,2376.46,1761.5
O00561,2026-08-01,C0083,P062,2.0,Card,Refunded,2068.98,1188.23,4137.96,4137.96,0.0,2376.46,-2376.46
O00562,2025-05-10,C0123,P038,3.0,Cash on Delivery,Delivered,12836.48,6455.88,38509.44,0.0,38509.44,19367.64,19141.8
O00563,2026-04-11,C0358,P067,4.0,Card,Delivered,12445.22,5676.03,49780.88,0.0,49780.88,22704.12,27076.76
O00564,2025-07-25,C0016,P038,4.0,Card,Delivered,12836.48,6455.88,51345.92,0.0,51345.92,25823.52,25522.4
O00565,2025-09-23,C0066,P067,1.0,Card,Delivered,12445.22,5676.03,12445.22,0.0,12445.22,5676.03,6769.19
O00566,2026-06-21,C0424,P061,3.0,Card,Delivered,12510.45,6107.96,37531.35,0.0,37531.35,18323.88,19207.47
O00567,2025-09-10,C0145,P001,4.0,Net Banking,Refunded,8541.95,5952.01,34167.8,34167.8,0.0,23808.04,-23808.04
O00568,2025-10-16,C0375,P045,3.0,Cash on Delivery,Delivered,6056.96,4487.85,18170.88,0.0,18170.88,13463.55,4707.33
O00569,2025-06-13,C0162,P028,1.0,Cash on Delivery,Delivered,8837.13,6620.33,8837.13,0.0,8837.13,6620.33,2216.8
O00570,2025-04-05,C0234,P021,1.0,Net Banking,Refunded,14009.07,10751.96,14009.07,14009.07,0.0,10751.96,-10751.96
O00571,2025-04-20,C0380,P013,1.0,Card,Refunded,6574.21,4979.47,6574.21,6574.21,0.0,4979.47,-4979.47
O00572,2025-12-02,C0144,P027,2.0,Card,Delivered,7352.79,4560.98,14705.58,0.0,14705.58,9121.96,5583.62
O00573,2025-08-26,C0358,P007,3.0,Cash on Delivery,Delivered,8714.69,4706.6,26144.07,0.0,26144.07,14119.8,12024.27
O00574,2026-01-16,C0188,P022,1.0,Net Banking,Delivered,1329.44,646.27,1329.44,0.0,1329.44,646.27,683.17
O00575,2026-03-12,C0322,P074,3.0,Card,Delivered,4125.43,2092.99,12376.29,0.0,12376.29,6278.97,6097.32
O00576,2026-04-28,C0450,P053,2.0,Card,Delivered,9131.74,4112.66,18263.48,0.0,18263.48,8225.32,10038.16
O00577,2025-01-25,C0013,P079,2.0,Card,Cancelled,7111.7,4863.19,14223.4,0.0,14223.4,9726.38,4497.02
O00578,2025-04-27,C0184,P079,1.0,UPI,Delivered,7111.7,4863.19,7111.7,0.0,7111.7,4863.19,2248.51
O00579,2026-04-27,C0111,P004,1.0,Net Banking,Delivered,8094.9,5940.38,8094.9,0.0,8094.9,5940.38,2154.52
O00580,2026-01-27,C0415,P023,4.0,Card,Delivered,439.44,327.46,1757.76,0.0,1757.76,1309.84,447.92
O00581,2026-06-21,C0290,P070,3.0,UPI,Delivered,3479.96,2016.32,10439.88,0.0,10439.88,6048.96,4390.92
O00582,2025-03-20,C0295,P076,1.0,Net Banking,Delivered,7520.44,5735.15,7520.44,0.0,7520.44,5735.15,1785.29
O00583,2026-08-03,C0392,P033,4.0,Card,Delivered,7981.03,5524.39,31924.12,0.0,31924.12,22097.56,9826.56
O00584,2025-06-22,C0215,P028,3.0,Cash on Delivery,Delivered,8837.13,6620.33,26511.39,0.0,26511.39,19860.99,6650.4
O00585,2025-01-12,C0120,P008,1.0,UPI,Delivered,12118.46,7359.58,12118.46,0.0,12118.46,7359.58,4758.88
O00586,2025-05-08,C0382,P001,4.0,UPI,Delivered,8541.95,5952.01,34167.8,0.0,34167.8,23808.04,10359.76
O00587,2026-08-31,C0055,P037,4.0,Card,Delivered,4665.94,2341.94,18663.76,0.0,18663.76,9367.76,9296.0
O00588,2025-04-02,C0027,P063,3.0,Card,Delivered,990.1,448.51,2970.3,0.0,2970.3,1345.53,1624.77
O00589,2026-06-27,C0118,P022,4.0,UPI,Delivered,1329.44,646.27,5317.76,0.0,5317.76,2585.08,2732.68
O00590,2026-06-16,C0221,P070,3.0,Cash on Delivery,Delivered,3479.96,2016.32,10439.88,0.0,10439.88,6048.96,4390.92
O00591,2026-03-23,C0231,P021,3.0,Cash on Delivery,Delivered,14009.07,10751.96,42027.21,0.0,42027.21,32255.88,9771.33
O00592,2026-01-25,C0053,P035,3.0,Net Banking,Delivered,349.19,257.18,1047.57,0.0,1047.57,771.54,276.03
O00593,2025-02-12,C0295,P079,2.0,Card,Delivered,7111.7,4863.19,14223.4,0.0,14223.4,9726.38,4497.02
O00594,2025-09-11,C0321,P005,4.0,Cash on Delivery,Delivered,6783.17,4076.36,27132.68,0.0,27132.68,16305.44,10827.24
O00595,2025-05-10,C0401,P060,3.0,Net Banking,Delivered,3689.37,2341.82,11068.11,0.0,11068.11,7025.46,4042.65
O00596,2025-03-01,C0233,P046,1.0,Cash on Delivery,Refunded,2129.23,1633.62,2129.23,2129.23,0.0,1633.62,-1633.62
O00597,2026-04-12,C0158,P050,2.0,Card,Delivered,8951.75,6450.47,17903.5,0.0,17903.5,12900.94,5002.56
O00598,2025-10-14,C0437,P048,2.0,Net Banking,Delivered,12030.44,8903.65,24060.88,0.0,24060.88,17807.3,6253.58
O00599,2026-06-01,C0269,P006,4.0,Net Banking,Delivered,6245.94,3616.94,24983.76,0.0,24983.76,14467.76,10516.0
O00600,2026-04-12,C0021,P056,3.0,Net Banking,Delivered,11227.29,6010.72,33681.87,0.0,33681.87,18032.16,15649.71
O00601,2025-12-11,C0403,P059,4.0,Cash on Delivery,Refunded,12616.04,7036.26,50464.16,50464.16,0.0,28145.04,-28145.04
O00602,2026-01-17,C0053,P029,2.0,Card,Delivered,4293.8,2741.74,8587.6,0.0,8587.6,5483.48,3104.12
O00603,2025-09-10,C0275,P071,3.0,Net Banking,Delivered,7918.43,4032.33,23755.29,0.0,23755.29,12096.99,11658.3
O00604,2025-02-25,C0313,P077,1.0,UPI,Delivered,14946.14,7546.37,14946.14,0.0,14946.14,7546.37,7399.77
O00605,2026-04-08,C0281,P018,3.0,Card,Delivered,303.49,206.25,910.47,0.0,910.47,618.75,291.72
O00606,2026-04-02,C0214,P002,2.0,UPI,Delivered,7371.61,3402.04,14743.22,0.0,14743.22,6804.08,7939.14
O00607,2025-03-24,C0031,P008,1.0,UPI,Delivered,12118.46,7359.58,12118.46,0.0,12118.46,7359.58,4758.88
O00608,2025-04-09,C0337,P075,3.0,Net Banking,Delivered,7874.14,5546.4,23622.42,0.0,23622.42,16639.2,6983.22
O00609,2025-05-29,C0183,P054,1.0,Net Banking,Delivered,13584.74,8606.48,13584.74,0.0,13584.74,8606.48,4978.26
O00610,2025-11-25,C0023,P038,1.0,Cash on Delivery,Cancelled,12836.48,6455.88,12836.48,0.0,12836.48,6455.88,6380.6
O00611,2025-06-05,C0032,P048,2.0,Cash on Delivery,Refunded,12030.44,8903.65,24060.88,24060.88,0.0,17807.3,-17807.3
O00612,2025-07-09,C0446,P027,1.0,Cash on Delivery,Delivered,7352.79,4560.98,7352.79,0.0,7352.79,4560.98,2791.81
O00613,2026-05-09,C0074,P020,4.0,Card,Delivered,5944.27,3719.68,23777.08,0.0,23777.08,14878.72,8898.36
O00614,2025-09-20,C0010,P012,2.0,Cash on Delivery,Delivered,7946.47,4438.79,15892.94,0.0,15892.94,8877.58,7015.36
O00615,2025-03-21,C0054,P043,4.0,UPI,Delivered,962.98,655.47,3851.92,0.0,3851.92,2621.88,1230.04
O00616,2026-02-04,C0052,P061,1.0,Cash on Delivery,Cancelled,12510.45,6107.96,12510.45,0.0,12510.45,6107.96,6402.49
O00617,2025-09-17,C0148,P031,4.0,Net Banking,Delivered,1647.98,1037.32,6591.92,0.0,6591.92,4149.28,2442.64
O00618,2026-07-06,C0160,P061,3.0,Cash on Delivery,Delivered,12510.45,6107.96,37531.35,0.0,37531.35,18323.88,19207.47
O00619,2025-04-11,C0370,P074,1.0,Card,Delivered,4125.43,2092.99,4125.43,0.0,4125.43,2092.99,2032.44
O00620,2025-12-25,C0014,P067,3.0,Card,Delivered,12445.22,5676.03,37335.66,0.0,37335.66,17028.09,20307.57
O00621,2026-01-15,C0178,P035,4.0,UPI,Cancelled,349.19,257.18,1396.76,0.0,1396.76,1028.72,368.04
O00622,2025-08-09,C0412,P015,3.0,Card,Cancelled,6437.34,3494.57,19312.02,0.0,19312.02,10483.71,8828.31
O00623,2026-02-24,C0366,P016,1.0,Cash on Delivery,Delivered,7090.56,3781.92,7090.56,0.0,7090.56,3781.92,3308.64
O00624,2025-05-04,C0053,P013,3.0,Net Banking,Delivered,6574.21,4979.47,19722.63,0.0,19722.63,14938.41,4784.22
O00625,2026-02-26,C0408,P035,4.0,Card,Refunded,349.19,257.18,1396.76,1396.76,0.0,1028.72,-1028.72
O00626,2025-08-19,C0335,P075,4.0,UPI,Cancelled,7874.14,5546.4,31496.56,0.0,31496.56,22185.6,9310.96
O00627,2025-03-04,C0022,P059,4.0,Cash on Delivery,Delivered,12616.04,7036.26,50464.16,0.0,50464.16,28145.04,22319.12
O00628,2026-04-30,C0030,P021,1.0,UPI,Delivered,14009.07,10751.96,14009.07,0.0,14009.07,10751.96,3257.11
O00629,2026-07-28,C0191,P054,4.0,Card,Delivered,13584.74,8606.48,54338.96,0.0,54338.96,34425.92,19913.04
