order_id,order_date,warehouse,carrier,route,product_type,day_of_week,season,promised_date,delay_days,actual_delivery_date,delivery_status,warehouse_processing_hours,distance_km,delivery_attempts
O00375,2026-01-26,Mumbai-W1,EcomExpress,East,Electronics,Friday,Monsoon,2026-01-31,4,2026-02-04,Delayed,13.4,1205.7,3
O00376,2025-02-16,Bengaluru-W1,Delhivery,North,Sports,Thursday,Spring,2025-02-20,2,2025-02-22,Delayed,10.6,1111.6,1
O00377,2026-01-27,Bengaluru-W1,XpressBees,Local,Electronics,Wednesday,Monsoon,2026-01-29,2,2026-01-31,Delayed,7.2,1687.4,1
O00378,2026-01-20,Kolkata-W1,EcomExpress,North,Home,Thursday,Summer,2026-01-22,5,2026-01-27,Delayed,4.1,934.3,1
O00379,2026-01-16,Mumbai-W1,Delhivery,East,Fashion,Sunday,Winter,2026-01-22,0,2026-01-22,On Time,28.3,853.3,1
O00380,2025-03-18,Kolkata-W1,XpressBees,South,Electronics,Friday,Winter,2025-03-25,1,2025-03-26,Delayed,6.0,388.1,1
O00381,2025-09-16,Mumbai-W1,XpressBees,Regional,Sports,Sunday,Monsoon,2025-09-21,3,2025-09-24,Delayed,7.1,1360.9,1
O00382,2026-08-27,Kolkata-W1,EcomExpress,West,Beauty,Sunday,Festive,2026-09-02,6,2026-09-08,Delayed,8.0,257.7,3
O00383,2026-02-03,Kolkata-W1,BlueDart,Regional,Beauty,Wednesday,Festive,2026-02-08,4,2026-02-12,Delayed,5.9,886.6,1
O00384,2025-04-10,Kolkata-W1,BlueDart,Regional,Beauty,Sunday,Summer,2025-04-15,4,2025-04-19,Delayed,12.0,761.3,1
O00385,2026-05-16,Hyderabad-W1,XpressBees,South,Beauty,Thursday,Monsoon,2026-05-22,1,2026-05-23,Delayed,5.9,1186.7,2
O00386,2026-01-18,Kolkata-W1,BlueDart,Regional,Electronics,Monday,Summer,2026-01-22,4,2026-01-26,Delayed,7.0,1652.1,1
O00387,2025-07-11,Delhi-W1,XpressBees,East,Beauty,Friday,Monsoon,2025-07-14,2,2025-07-16,Delayed,5.6,1704.1,1
O00388,2026-08-03,Delhi-W1,BlueDart,South,Fashion,Thursday,Summer,2026-08-08,3,2026-08-11,Delayed,6.9,306.2,1
O00389,2026-08-25,Delhi-W1,XpressBees,Regional,Home,Tuesday,Monsoon,2026-08-27,2,2026-08-29,Delayed,3.6,475.0,1
O00390,2025-12-11,Bengaluru-W1,XpressBees,West,Electronics,Wednesday,Winter,2025-12-17,1,2025-12-18,Delayed,2.9,1461.9,1
O00391,2025-01-10,Kolkata-W1,XpressBees,Local,Electronics,Thursday,Summer,2025-01-17,0,2025-01-17,On Time,22.2,935.3,1
O00392,2025-09-21,Delhi-W1,XpressBees,South,Beauty,Friday,Summer,2025-09-25,1,2025-09-26,Delayed,14.8,818.2,1
O00393,2025-09-25,Bengaluru-W1,DTDC,South,Beauty,Sunday,Monsoon,2025-09-30,1,2025-10-01,Delayed,20.1,1280.6,3
O00394,2026-07-25,Delhi-W1,BlueDart,North,Electronics,Friday,Spring,2026-08-01,1,2026-08-02,Delayed,21.2,1085.5,1
O00395,2025-07-14,Mumbai-W1,XpressBees,Regional,Beauty,Tuesday,Spring,2025-07-18,3,2025-07-21,Delayed,4.5,1747.4,3
O00396,2026-07-16,Hyderabad-W1,Delhivery,Local,Beauty,Sunday,Winter,2026-07-22,3,2026-07-25,Delayed,19.6,1053.2,1
O00397,2026-02-11,Kolkata-W1,EcomExpress,West,Beauty,Tuesday,Festive,2026-02-18,8,2026-02-26,Delayed,16.5,841.4,1
O00398,2025-10-23,Hyderabad-W1,Delhivery,East,Beauty,Saturday,Festive,2025-10-25,3,2025-10-28,Delayed,6.9,979.4,3
O00399,2025-04-07,Hyderabad-W1,Delhivery,South,Beauty,Saturday,Winter,2025-04-12,1,2025-04-13,Delayed,10.9,1456.3,1
O00400,2026-04-07,Mumbai-W1,DTDC,East,Sports,Thursday,Festive,2026-04-12,2,2026-04-14,Delayed,14.5,1104.8,1
O00401,2025-03-28,Mumbai-W1,BlueDart,East,Sports,Monday,Monsoon,2025-04-04,0,2025-04-04,On Time,12.6,1166.5,2
O00402,2025-03-18,Mumbai-W1,DTDC,East,Sports,Sunday,Spring,2025-03-22,0,2025-03-22,On Time,8.0,1748.7,3
O00403,2026-04-28,Bengaluru-W1,BlueDart,North,Electronics,Friday,Winter,2026-05-04,1,2026-05-05,Delayed,9.7,1115.0,3
O00404,2025-05-26,Delhi-W1,XpressBees,East,Home,Monday,Monsoon,2025-05-29,0,2025-05-29,On Time,11.7,687.6,1
O00405,2025-04-21,Kolkata-W1,DTDC,Regional,Electronics,Sunday,Winter,2025-04-26,2,2025-04-28,Delayed,6.7,1245.9,1
O00406,2025-10-24,Mumbai-W1,EcomExpress,Regional,Sports,Sunday,Spring,2025-10-26,4,2025-10-30,Delayed,12.5,1188.7,3
O00407,2026-03-02,Kolkata-W1,BlueDart,Local,Electronics,Sunday,Festive,2026-03-07,2,2026-03-09,Delayed,5.3,29.9,2
O00408,2025-11-30,Kolkata-W1,DTDC,Local,Home,Sunday,Monsoon,2025-12-05,0,2025-12-05,On Time,20.0,843.9,1
O00409,2026-06-07,Kolkata-W1,EcomExpress,West,Beauty,Monday,Spring,2026-06-10,4,2026-06-14,Delayed,16.0,1338.5,3
O00410,2026-08-06,Mumbai-W1,Delhivery,East,Fashion,Thursday,Winter,2026-08-09,1,2026-08-10,Delayed,14.7,900.8,3
O00411,2026-06-22,Mumbai-W1,XpressBees,East,Sports,Wednesday,Summer,2026-06-28,2,2026-06-30,Delayed,11.2,1404.4,1
O00412,2025-06-11,Delhi-W1,XpressBees,North,Sports,Wednesday,Monsoon,2025-06-16,2,2025-06-18,Delayed,10.1,814.3,1
O00413,2026-03-06,Mumbai-W1,Delhivery,East,Home,Wednesday,Winter,2026-03-11,1,2026-03-12,Delayed,16.4,1770.1,3
O00414,2025-03-10,Mumbai-W1,DTDC,East,Beauty,Tuesday,Winter,2025-03-14,4,2025-03-18,Delayed,3.8,530.7,1
O00415,2025-05-13,Kolkata-W1,Delhivery,East,Beauty,Sunday,Spring,2025-05-17,1,2025-05-18,Delayed,4.8,170.4,1
O00416,2025-07-08,Delhi-W1,EcomExpress,South,Fashion,Sunday,Winter,2025-07-15,5,2025-07-20,Delayed,12.7,776.9,3
O00417,2026-07-27,Hyderabad-W1,BlueDart,South,Beauty,Friday,Monsoon,2026-08-03,2,2026-08-05,Delayed,8.5,977.4,1
O00418,2025-10-06,Mumbai-W1,DTDC,North,Home,Tuesday,Monsoon,2025-10-08,0,2025-10-08,On Time,5.9,631.6,2
O00419,2026-03-06,Mumbai-W1,BlueDart,North,Beauty,Friday,Winter,2026-03-08,0,2026-03-08,On Time,17.1,439.9,1
O00420,2026-06-26,Hyderabad-W1,Delhivery,Regional,Home,Saturday,Spring,2026-06-30,5,2026-07-05,Delayed,9.5,1211.3,3
O00421,2025-06-10,Kolkata-W1,XpressBees,North,Sports,Friday,Monsoon,2025-06-17,2,2025-06-19,Delayed,10.8,681.9,1
O00422,2026-03-29,Delhi-W1,BlueDart,West,Sports,Friday,Summer,2026-03-31,1,2026-04-01,Delayed,17.4,1138.3,1
O00423,2025-06-19,Kolkata-W1,BlueDart,Regional,Sports,Thursday,Festive,2025-06-24,4,2025-06-28,Delayed,8.0,1403.4,1
O00424,2025-02-26,Bengaluru-W1,XpressBees,East,Electronics,Wednesday,Spring,2025-03-05,0,2025-03-05,On Time,26.6,1371.0,3
O00425,2025-08-28,Mumbai-W1,BlueDart,North,Sports,Sunday,Spring,2025-08-31,3,2025-09-03,Delayed,4.1,678.7,1
O00426,2025-12-24,Bengaluru-W1,BlueDart,West,Home,Tuesday,Festive,2025-12-31,4,2026-01-04,Delayed,17.1,1024.4,2
O00427,2025-07-20,Mumbai-W1,XpressBees,North,Fashion,Saturday,Festive,2025-07-25,3,2025-07-28,Delayed,6.1,812.1,3
O00428,2026-03-20,Bengaluru-W1,XpressBees,North,Beauty,Tuesday,Monsoon,2026-03-24,2,2026-03-26,Delayed,15.4,1568.1,2
O00429,2025-10-29,Hyderabad-W1,Delhivery,Regional,Sports,Sunday,Winter,2025-11-04,1,2025-11-05,Delayed,5.4,1582.4,1
O00430,2025-04-16,Mumbai-W1,Delhivery,Regional,Electronics,Thursday,Winter,2025-04-22,1,2025-04-23,Delayed,2.9,622.0,3
O00431,2025-04-11,Mumbai-W1,BlueDart,Local,Electronics,Friday,Summer,2025-04-15,1,2025-04-16,Delayed,15.6,169.7,3
O00432,2025-04-07,Bengaluru-W1,DTDC,Regional,Home,Saturday,Winter,2025-04-12,1,2025-04-13,Delayed,6.9,305.8,1
O00433,2025-01-29,Delhi-W1,Delhivery,Regional,Fashion,Wednesday,Summer,2025-01-31,1,2025-02-01,Delayed,3.0,663.8,1
O00434,2026-05-21,Bengaluru-W1,Delhivery,South,Sports,Sunday,Summer,2026-05-28,0,2026-05-28,On Time,16.0,1017.8,3
O00435,2026-03-14,Mumbai-W1,DTDC,North,Sports,Monday,Spring,2026-03-21,1,2026-03-22,Delayed,10.1,1183.9,1
O00436,2026-01-14,Mumbai-W1,DTDC,Regional,Electronics,Monday,Spring,2026-01-16,3,2026-01-19,Delayed,6.9,599.8,3
O00437,2025-03-14,Delhi-W1,XpressBees,North,Home,Thursday,Monsoon,2025-03-20,3,2025-03-23,Delayed,11.2,1203.2,3
O00438,2025-09-11,Kolkata-W1,Delhivery,North,Electronics,Wednesday,Festive,2025-09-15,3,2025-09-18,Delayed,7.9,1688.2,3
O00439,2026-05-31,Delhi-W1,EcomExpress,South,Electronics,Monday,Festive,2026-06-04,4,2026-06-08,Delayed,7.3,1175.4,3
O00440,2026-07-04,Kolkata-W1,EcomExpress,North,Fashion,Monday,Summer,2026-07-07,2,2026-07-09,Delayed,14.4,289.6,1
O00441,2025-01-20,Mumbai-W1,BlueDart,West,Home,Sunday,Festive,2025-01-26,3,2025-01-29,Delayed,10.2,1045.5,1
O00442,2026-06-19,Hyderabad-W1,Delhivery,Regional,Fashion,Saturday,Summer,2026-06-23,3,2026-06-26,Delayed,5.1,977.7,1
O00443,2026-02-25,Hyderabad-W1,EcomExpress,North,Home,Saturday,Festive,2026-02-28,5,2026-03-05,Delayed,8.7,1567.9,1
O00444,2026-03-22,Bengaluru-W1,Delhivery,Local,Sports,Sunday,Monsoon,2026-03-24,2,2026-03-26,Delayed,14.3,633.8,1
O00445,2025-05-16,Delhi-W1,Delhivery,Local,Beauty,Tuesday,Spring,2025-05-22,2,2025-05-24,Delayed,4.0,764.2,2
O00446,2026-05-20,Delhi-W1,EcomExpress,South,Beauty,Sunday,Spring,2026-05-26,3,2026-05-29,Delayed,18.1,1079.6,1
O00447,2025-10-28,Hyderabad-W1,Delhivery,West,Home,Wednesday,Summer,2025-11-01,2,2025-11-03,Delayed,9.9,946.3,1
O00448,2025-02-02,Kolkata-W1,DTDC,Regional,Beauty,Monday,Festive,2025-02-06,3,2025-02-09,Delayed,9.5,1295.6,1
O00449,2025-10-05,Delhi-W1,BlueDart,South,Electronics,Saturday,Winter,2025-10-10,2,2025-10-12,Delayed,9.8,77.5,2
O00450,2025-05-13,Kolkata-W1,XpressBees,Local,Sports,Sunday,Monsoon,2025-05-15,1,2025-05-16,Delayed,22.8,1016.5,2
O00451,2026-06-11,Kolkata-W1,EcomExpress,West,Sports,Saturday,Festive,2026-06-13,5,2026-06-18,Delayed,8.7,223.4,1
O00452,2025-05-06,Kolkata-W1,XpressBees,Regional,Beauty,Saturday,Winter,2025-05-13,1,2025-05-14,Delayed,7.0,570.8,1
O00453,2025-12-11,Kolkata-W1,BlueDart,North,Home,Tuesday,Monsoon,2025-12-14,1,2025-12-15,Delayed,8.0,1192.6,1
O00454,2025-01-17,Bengaluru-W1,DTDC,Regional,Electronics,Wednesday,Monsoon,2025-01-20,3,2025-01-23,Delayed,15.6,287.6,1
O00455,2026-07-16,Bengaluru-W1,DTDC,East,Home,Friday,Spring,2026-07-21,2,2026-07-23,Delayed,13.0,559.4,1
O00456,2026-01-13,Hyderabad-W1,DTDC,Regional,Beauty,Saturday,Summer,2026-01-20,3,2026-01-23,Delayed,8.8,1266.9,1
O00457,2025-03-01,Bengaluru-W1,DTDC,North,Sports,Wednesday,Festive,2025-03-03,5,2025-03-08,Delayed,29.8,1173.2,3
O00458,2026-04-12,Delhi-W1,EcomExpress,East,Sports,Thursday,Monsoon,2026-04-15,2,2026-04-17,Delayed,12.4,168.4,2
O00459,2026-01-26,Bengaluru-W1,EcomExpress,West,Home,Tuesday,Festive,2026-01-28,5,2026-02-02,Delayed,4.6,1041.2,2
O00460,2025-07-06,Delhi-W1,Delhivery,South,Fashion,Friday,Monsoon,2025-07-08,2,2025-07-10,Delayed,1.7,269.3,2
O00461,2026-05-13,Delhi-W1,Delhivery,West,Home,Saturday,Spring,2026-05-20,0,2026-05-20,On Time,13.1,457.8,2
O00462,2026-08-23,Kolkata-W1,BlueDart,Regional,Fashion,Sunday,Summer,2026-08-26,2,2026-08-28,Delayed,7.3,829.3,3
O00463,2025-12-27,Hyderabad-W1,Delhivery,South,Home,Saturday,Winter,2025-12-31,3,2026-01-03,Delayed,2.8,201.3,1
O00464,2026-03-25,Kolkata-W1,BlueDart,Regional,Fashion,Tuesday,Winter,2026-03-29,3,2026-04-01,Delayed,8.2,1788.6,1
O00465,2025-06-30,Kolkata-W1,BlueDart,Local,Fashion,Tuesday,Spring,2025-07-07,1,2025-07-08,Delayed,13.7,301.8,2
O00466,2025-05-10,Bengaluru-W1,BlueDart,Local,Fashion,Monday,Monsoon,2025-05-13,1,2025-05-14,Delayed,7.8,1407.5,1
O00467,2025-05-29,Bengaluru-W1,DTDC,North,Fashion,Saturday,Spring,2025-06-03,2,2025-06-05,Delayed,8.6,1494.6,1
O00468,2026-04-17,Delhi-W1,XpressBees,West,Electronics,Wednesday,Summer,2026-04-23,1,2026-04-24,Delayed,1.5,1790.1,3
O00469,2026-05-15,Bengaluru-W1,XpressBees,Local,Fashion,Tuesday,Winter,2026-05-22,4,2026-05-26,Delayed,13.2,774.4,1
O00470,2025-12-21,Bengaluru-W1,EcomExpress,East,Fashion,Tuesday,Festive,2025-12-23,4,2025-12-27,Delayed,2.3,1574.0,2
O00471,2025-07-30,Mumbai-W1,BlueDart,East,Sports,Thursday,Winter,2025-08-06,0,2025-08-06,On Time,5.8,1723.8,1
O00472,2026-08-19,Delhi-W1,DTDC,Regional,Electronics,Thursday,Summer,2026-08-25,1,2026-08-26,Delayed,10.5,315.3,3
O00473,2025-01-30,Delhi-W1,Delhivery,South,Fashion,Thursday,Monsoon,2025-02-06,1,2025-02-07,Delayed,5.0,865.6,2
O00474,2026-07-31,Mumbai-W1,Delhivery,East,Beauty,Tuesday,Spring,2026-08-03,2,2026-08-05,Delayed,5.8,112.7,3
O00475,2025-01-24,Delhi-W1,EcomExpress,Regional,Electronics,Friday,Winter,2025-01-26,4,2025-01-30,Delayed,10.2,1119.2,1
O00476,2025-08-10,Hyderabad-W1,EcomExpress,South,Sports,Wednesday,Winter,2025-08-16,2,2025-08-18,Delayed,10.7,1048.6,1
O00477,2026-08-25,Hyderabad-W1,BlueDart,Local,Home,Tuesday,Festive,2026-08-29,3,2026-09-01,Delayed,9.0,371.4,1
O00478,2026-08-12,Mumbai-W1,BlueDart,Regional,Sports,Sunday,Spring,2026-08-17,2,2026-08-19,Delayed,1.4,1437.2,1
O00479,2026-08-03,Bengaluru-W1,Delhivery,South,Sports,Sunday,Festive,2026-08-10,3,2026-08-13,Delayed,1.9,71.9,1
O00480,2026-02-05,Hyderabad-W1,Delhivery,North,Electronics,Monday,Festive,2026-02-12,4,2026-02-16,Delayed,15.6,1452.2,1
O00481,2026-08-27,Mumbai-W1,Delhivery,West,Electronics,Sunday,Monsoon,2026-09-02,3,2026-09-05,Delayed,6.8,52.8,1
O00482,2026-05-27,Hyderabad-W1,Delhivery,West,Beauty,Saturday,Winter,2026-06-01,2,2026-06-03,Delayed,32.8,1184.0,3
O00483,2025-03-29,Kolkata-W1,XpressBees,North,Beauty,Friday,Spring,2025-04-05,1,2025-04-06,Delayed,10.2,146.4,1
O00484,2026-04-10,Mumbai-W1,BlueDart,East,Electronics,Friday,Monsoon,2026-04-14,0,2026-04-14,On Time,26.3,455.9,1
O00485,2025-02-19,Delhi-W1,BlueDart,West,Electronics,Wednesday,Monsoon,2025-02-25,2,2025-02-27,Delayed,7.7,1300.8,2
O00486,2025-04-13,Hyderabad-W1,Delhivery,South,Electronics,Friday,Monsoon,2025-04-16,2,2025-04-18,Delayed,6.2,508.3,1
O00487,2026-01-03,Delhi-W1,DTDC,North,Home,Wednesday,Summer,2026-01-05,2,2026-01-07,Delayed,13.3,922.6,1
O00488,2026-05-07,Mumbai-W1,Delhivery,East,Sports,Sunday,Summer,2026-05-11,1,2026-05-12,Delayed,17.5,1647.9,1
O00489,2026-07-12,Hyderabad-W1,EcomExpress,Regional,Beauty,Friday,Monsoon,2026-07-17,5,2026-07-22,Delayed,7.8,94.1,2
O00490,2025-09-25,Delhi-W1,DTDC,Regional,Beauty,Saturday,Summer,2025-09-30,3,2025-10-03,Delayed,13.0,1460.9,3
O00491,2026-02-01,Bengaluru-W1,EcomExpress,South,Fashion,Wednesday,Spring,2026-02-05,3,2026-02-08,Delayed,2.4,122.2,1
O00492,2025-11-16,Bengaluru-W1,DTDC,South,Home,Thursday,Winter,2025-11-19,3,2025-11-22,Delayed,4.6,232.6,3
O00493,2026-06-04,Kolkata-W1,EcomExpress,South,Electronics,Thursday,Spring,2026-06-11,4,2026-06-15,Delayed,11.4,219.2,2
O00494,2026-03-25,Mumbai-W1,Delhivery,West,Electronics,Friday,Winter,2026-03-28,2,2026-03-30,Delayed,6.8,1789.4,1
O00495,2026-04-21,Delhi-W1,Delhivery,South,Home,Friday,Summer,2026-04-28,4,2026-05-02,Delayed,10.5,328.4,1
O00496,2026-08-13,Kolkata-W1,DTDC,North,Beauty,Sunday,Spring,2026-08-20,1,2026-08-21,Delayed,11.6,1614.7,3
O00497,2025-08-28,Mumbai-W1,EcomExpress,North,Electronics,Wednesday,Festive,2025-09-02,7,2025-09-09,Delayed,12.9,1783.7,1
O00498,2025-09-15,Bengaluru-W1,XpressBees,East,Fashion,Sunday,Monsoon,2025-09-22,3,2025-09-25,Delayed,15.3,693.9,1
O00499,2026-01-25,Delhi-W1,DTDC,North,Beauty,Wednesday,Winter,2026-01-29,5,2026-02-03,Delayed,15.6,1137.7,1
O00500,2025-12-09,Hyderabad-W1,DTDC,West,Sports,Saturday,Winter,2025-12-16,0,2025-12-16,On Time,3.9,1403.5,1
O00501,2026-01-22,Bengaluru-W1,BlueDart,Regional,Home,Tuesday,Festive,2026-01-26,4,2026-01-30,Delayed,7.9,709.8,2
O00502,2026-01-29,Hyderabad-W1,DTDC,East,Beauty,Thursday,Festive,2026-01-31,2,2026-02-02,Delayed,7.7,295.5,2
O00503,2025-09-27,Hyderabad-W1,XpressBees,North,Sports,Tuesday,Monsoon,2025-10-02,1,2025-10-03,Delayed,8.4,783.6,1
O00504,2025-05-29,Delhi-W1,Delhivery,South,Fashion,Tuesday,Summer,2025-06-01,1,2025-06-02,Delayed,7.3,1390.5,3
O00505,2026-01-15,Delhi-W1,EcomExpress,North,Home,Monday,Spring,2026-01-21,5,2026-01-26,Delayed,8.8,1406.5,1
O00506,2025-01-28,Hyderabad-W1,BlueDart,Local,Electronics,Wednesday,Spring,2025-01-31,2,2025-02-02,Delayed,5.7,418.8,3
O00507,2025-05-29,Kolkata-W1,EcomExpress,East,Electronics,Monday,Spring,2025-06-01,3,2025-06-04,Delayed,14.7,319.1,1
O00508,2026-02-24,Hyderabad-W1,Delhivery,West,Sports,Monday,Summer,2026-03-02,0,2026-03-02,On Time,11.6,1657.4,3
O00509,2025-10-07,Hyderabad-W1,DTDC,North,Beauty,Tuesday,Monsoon,2025-10-12,2,2025-10-14,Delayed,5.6,84.0,3
O00510,2025-07-01,Delhi-W1,XpressBees,North,Fashion,Monday,Spring,2025-07-08,1,2025-07-09,Delayed,8.9,1323.9,1
O00511,2025-06-15,Mumbai-W1,BlueDart,West,Sports,Saturday,Winter,2025-06-17,1,2025-06-18,Delayed,24.7,88.3,1
O00512,2025-01-17,Bengaluru-W1,XpressBees,Regional,Fashion,Wednesday,Winter,2025-01-20,3,2025-01-23,Delayed,4.1,1509.0,3
O00513,2025-05-30,Delhi-W1,XpressBees,South,Fashion,Tuesday,Winter,2025-06-06,2,2025-06-08,Delayed,4.8,1630.2,1
O00514,2025-12-05,Kolkata-W1,XpressBees,South,Fashion,Wednesday,Festive,2025-12-08,6,2025-12-14,Delayed,15.2,538.9,1
O00515,2025-02-14,Bengaluru-W1,XpressBees,Regional,Home,Saturday,Festive,2025-02-19,3,2025-02-22,Delayed,21.6,137.7,2
O00516,2026-05-17,Delhi-W1,Delhivery,Regional,Sports,Friday,Summer,2026-05-22,2,2026-05-24,Delayed,10.8,867.8,1
O00517,2025-07-08,Delhi-W1,XpressBees,Local,Home,Monday,Spring,2025-07-12,3,2025-07-15,Delayed,9.3,540.7,1
O00518,2025-03-02,Mumbai-W1,XpressBees,West,Beauty,Tuesday,Festive,2025-03-07,4,2025-03-11,Delayed,3.5,753.8,1
O00519,2025-10-21,Kolkata-W1,Delhivery,East,Beauty,Thursday,Winter,2025-10-26,1,2025-10-27,Delayed,6.4,1198.6,1
O00520,2025-02-02,Kolkata-W1,EcomExpress,South,Electronics,Wednesday,Festive,2025-02-05,4,2025-02-09,Delayed,6.2,381.6,1
O00521,2025-10-26,Delhi-W1,Delhivery,Regional,Electronics,Sunday,Winter,2025-10-28,2,2025-10-30,Delayed,6.5,645.7,1
O00522,2026-02-19,Mumbai-W1,DTDC,Regional,Electronics,Saturday,Spring,2026-02-22,3,2026-02-25,Delayed,5.2,1409.7,1
O00523,2026-07-03,Delhi-W1,Delhivery,West,Beauty,Monday,Summer,2026-07-10,4,2026-07-14,Delayed,3.4,1160.6,1
O00524,2026-03-07,Hyderabad-W1,EcomExpress,East,Fashion,Wednesday,Monsoon,2026-03-12,3,2026-03-15,Delayed,13.3,590.7,1
O00525,2026-05-10,Hyderabad-W1,DTDC,Regional,Fashion,Saturday,Monsoon,2026-05-14,2,2026-05-16,Delayed,11.2,1197.4,1
O00526,2025-04-10,Mumbai-W1,DTDC,Local,Sports,Wednesday,Winter,2025-04-12,3,2025-04-15,Delayed,3.4,1378.7,2
O00527,2025-01-23,Delhi-W1,BlueDart,East,Beauty,Friday,Festive,2025-01-27,3,2025-01-30,Delayed,9.0,1068.5,3
O00528,2026-02-24,Mumbai-W1,XpressBees,Local,Electronics,Sunday,Festive,2026-03-02,2,2026-03-04,Delayed,7.1,434.9,2
O00529,2026-02-28,Delhi-W1,DTDC,North,Beauty,Saturday,Winter,2026-03-04,0,2026-03-04,On Time,23.1,5.4,3
O00530,2026-05-02,Delhi-W1,DTDC,South,Fashion,Wednesday,Spring,2026-05-06,1,2026-05-07,Delayed,18.5,1446.1,2
O00531,2025-03-30,Hyderabad-W1,EcomExpress,Regional,Fashion,Sunday,Winter,2025-04-06,4,2025-04-10,Delayed,23.1,1481.6,2
O00532,2025-07-28,Bengaluru-W1,DTDC,East,Home,Friday,Spring,2025-08-02,2,2025-08-04,Delayed,6.4,1257.2,1
O00533,2025-09-28,Kolkata-W1,EcomExpress,Local,Home,Friday,Summer,2025-10-05,2,2025-10-07,Delayed,2.1,142.5,1
O00534,2026-02-10,Kolkata-W1,XpressBees,South,Sports,Friday,Summer,2026-02-15,0,2026-02-15,On Time,3.8,1055.5,2
O00535,2025-10-05,Mumbai-W1,BlueDart,South,Beauty,Monday,Winter,2025-10-12,2,2025-10-14,Delayed,6.4,1478.7,1
O00536,2025-07-25,Kolkata-W1,BlueDart,Regional,Home,Saturday,Summer,2025-07-30,2,2025-08-01,Delayed,7.4,704.5,2
O00537,2026-08-13,Hyderabad-W1,XpressBees,South,Home,Wednesday,Festive,2026-08-18,2,2026-08-20,Delayed,23.4,360.4,1
O00538,2025-11-24,Bengaluru-W1,XpressBees,Regional,Beauty,Wednesday,Spring,2025-11-29,3,2025-12-02,Delayed,14.7,1059.8,1
O00539,2025-12-02,Delhi-W1,Delhivery,North,Fashion,Sunday,Monsoon,2025-12-06,3,2025-12-09,Delayed,11.2,1488.2,3
O00540,2026-08-29,Delhi-W1,DTDC,Regional,Sports,Sunday,Monsoon,2026-09-04,2,2026-09-06,Delayed,18.7,92.7,1
O00541,2026-08-15,Hyderabad-W1,DTDC,West,Sports,Saturday,Summer,2026-08-20,0,2026-08-20,On Time,12.5,1076.5,1
O00542,2025-02-07,Kolkata-W1,DTDC,Local,Sports,Friday,Spring,2025-02-13,0,2025-02-13,On Time,14.2,1159.5,1
O00543,2025-08-16,Delhi-W1,EcomExpress,West,Home,Wednesday,Festive,2025-08-22,5,2025-08-27,Delayed,7.1,1086.2,1
O00544,2026-04-28,Kolkata-W1,Delhivery,South,Fashion,Wednesday,Monsoon,2026-05-01,1,2026-05-02,Delayed,2.8,1171.8,1
O00545,2025-05-14,Hyderabad-W1,DTDC,South,Sports,Friday,Festive,2025-05-17,3,2025-05-20,Delayed,2.4,1138.3,3
O00546,2026-01-25,Delhi-W1,EcomExpress,South,Beauty,Thursday,Festive,2026-01-27,6,2026-02-02,Delayed,2.4,239.1,1
O00547,2026-03-01,Mumbai-W1,EcomExpress,Regional,Sports,Thursday,Monsoon,2026-03-08,4,2026-03-12,Delayed,13.2,426.7,2
O00548,2026-08-10,Bengaluru-W1,BlueDart,East,Electronics,Friday,Monsoon,2026-08-13,1,2026-08-14,Delayed,4.9,1116.1,1
O00549,2026-05-25,Kolkata-W1,EcomExpress,Regional,Fashion,Sunday,Summer,2026-05-30,5,2026-06-04,Delayed,7.1,36.8,1
O00550,2026-08-18,Kolkata-W1,XpressBees,Local,Electronics,Monday,Spring,2026-08-24,2,2026-08-26,Delayed,3.1,1144.4,1
O00551,2026-03-03,Kolkata-W1,EcomExpress,Regional,Fashion,Sunday,Winter,2026-03-10,3,2026-03-13,Delayed,17.2,1199.4,2
O00552,2026-04-19,Kolkata-W1,XpressBees,South,Beauty,Sunday,Spring,2026-04-21,3,2026-04-24,Delayed,8.7,434.3,2
O00553,2026-07-22,Hyderabad-W1,XpressBees,North,Home,Wednesday,Winter,2026-07-25,1,2026-07-26,Delayed,10.2,1078.6,1
O00554,2025-12-27,Hyderabad-W1,BlueDart,Local,Home,Sunday,Monsoon,2025-12-31,0,2025-12-31,On Time,10.8,963.7,1
O00555,2025-07-30,Hyderabad-W1,BlueDart,West,Fashion,Wednesday,Festive,2025-08-06,3,2025-08-09,Delayed,11.7,472.9,3
O00556,2025-06-28,Hyderabad-W1,EcomExpress,North,Sports,Thursday,Spring,2025-06-30,3,2025-07-03,Delayed,17.7,836.0,1
O00557,2025-02-27,Delhi-W1,BlueDart,Local,Electronics,Sunday,Festive,2025-03-04,3,2025-03-07,Delayed,13.5,1637.8,2
O00558,2025-03-14,Hyderabad-W1,BlueDart,Local,Beauty,Friday,Spring,2025-03-21,2,2025-03-23,Delayed,4.2,770.8,3
O00559,2025-08-03,Delhi-W1,DTDC,South,Sports,Saturday,Spring,2025-08-09,2,2025-08-11,Delayed,4.7,1135.6,1
O00560,2025-03-14,Mumbai-W1,EcomExpress,West,Home,Saturday,Festive,2025-03-19,8,2025-03-27,Delayed,37.6,68.5,3
O00561,2026-04-12,Hyderabad-W1,EcomExpress,Regional,Sports,Sunday,Summer,2026-04-17,6,2026-04-23,Delayed,15.8,144.7,1
O00562,2025-09-28,Mumbai-W1,EcomExpress,West,Electronics,Monday,Monsoon,2025-10-05,5,2025-10-10,Delayed,30.2,150.9,2
